Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-11 14:44:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of VALENCIA ST,-122.420933634888,37.7557024462397
2015-05-11 14:33:00,NON-CRIMINAL,FIRE REPORT,Monday,TARAVAL,NONE,0 Block of MINERVA ST,-122.45482159762301,37.7156897626856
2015-05-11 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,1500 Block of LAGUNA ST,-122.428001663491,37.78538541302221
2015-05-11 14:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.40397126905701,37.78482830936101
2015-05-11 14:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.40397126905701,37.78482830936101
2015-05-11 14:30:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,TARAVAL,NONE,400 Block of URBANO DR,-122.47013676859801,37.7246284241725
2015-05-11 14:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.40973877190599,37.770348203545396
2015-05-11 14:21:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166
2015-05-11 14:21:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166
2015-05-11 14:20:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.40901700761299,37.7994880717633
2015-05-11 14:20:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,CENTRAL,NONE,STOCKTON ST / COLUMBUS AV,-122.40901700761299,37.7994880717633
2015-05-11 14:20:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.404270179486,37.78447885387449
2015-05-11 14:15:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,500 Block of POLK ST,-122.419017149992,37.78193602887271
2015-05-11 14:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.408068345148,37.7839916768161
2015-05-11 14:09:00,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
2015-05-11 14:09:00,SECONDARY CODES,JUVENILE INVOLVED,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
2015-05-11 14:03:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.403070000847,37.7852686309087
2015-05-11 14:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of BLYTHDALE AV,-122.417678812123,37.7107672954351
2015-05-11 14:00:00,MISSING PERSON,MISSING ADULT,Monday,PARK,NONE,2100 Block of GROVE ST,-122.45199302287901,37.774088474589
2015-05-11 14:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2015-05-11 14:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE,2200 Block of 33RD AV,-122.490816703003,37.74517250184321
2015-05-11 14:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.416583456133,37.778659154150795
2015-05-11 13:58:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,0 Block of HOLLIS ST,-122.430075808978,37.7831425876204
2015-05-11 13:56:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of TERESITA BL,-122.445719575936,37.73640214798711
2015-05-11 13:52:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",LOWELL ST / HANOVER ST,-122.444840591619,37.70858327819111
2015-05-11 13:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / REVERE AV,-122.393905920992,37.7337895392008
2015-05-11 13:36:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.403822206288,37.79007905288
2015-05-11 13:30:00,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.408891446553,37.7417881886309
2015-05-11 13:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2015-05-11 13:30:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.391522893042,37.7324323864471
2015-05-11 13:30:00,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,3RD ST / REVERE AV,-122.391522893042,37.7324323864471
2015-05-11 13:29:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,SOUTHERN,NONE,300 Block of 9TH ST,-122.410832033935,37.7732171278196
2015-05-11 13:25:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-05-11 13:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-05-11 13:17:00,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.435187699349,37.7626702770872
2015-05-11 13:17:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.435187699349,37.7626702770872
2015-05-11 13:17:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,PARK,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.435187699349,37.7626702770872
2015-05-11 13:10:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-11 13:07:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,900 Block of MASON ST,-122.41084562422701,37.792315874764704
2015-05-11 13:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.408891446553,37.7417881886309
2015-05-11 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,3600 Block of LYON ST,-122.44827840533002,37.804271887891005
2015-05-11 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,0 Block of PEACE PZ,-122.429629258891,37.784896668192395
2015-05-11 13:00:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,TARAVAL,NONE,2000 Block of 17TH AV,-122.47394016517401,37.7496570397689
2015-05-11 13:00:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Monday,BAYVIEW,NONE,0 Block of REUEL CT,-122.38286941924999,37.7366428633864
2015-05-11 12:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2015-05-11 12:39:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,800 Block of QUINTARA ST,-122.47448776070601,37.748660605623
2015-05-11 12:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,1300 Block of STOCKTON ST,-122.408646942187,37.7981171266965
2015-05-11 12:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,TENDERLOIN,NONE,300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
2015-05-11 12:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,CLAY ST / DRUMM ST,-122.39677370876,37.7954664098031
2015-05-11 12:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TARAVAL,NONE,HIGUERA AV / VIDAL DR,-122.484780210487,37.7184489300774
2015-05-11 12:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,INGLESIDE,"ARREST, BOOKED",600 Block of PORTOLA DR,-122.45190439889299,37.745299339030296
2015-05-11 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,100 Block of 9TH ST,-122.413473331312,37.7751633529763
2015-05-11 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,TARAVAL,NONE,2200 Block of LINCOLN WY,-122.48208139933,37.7651473174026
2015-05-11 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425
2015-05-11 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425
2015-05-11 12:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.44930116871599,37.77303448618329
2015-05-11 12:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.44930116871599,37.77303448618329
2015-05-11 12:00:00,MISSING PERSON,MISSING ADULT,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2015-05-11 12:00:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2015-05-11 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,2000 Block of 22ND ST,-122.40135450003599,37.75709745656821
2015-05-11 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,BAYVIEW,NONE,2000 Block of 22ND ST,-122.40135450003599,37.75709745656821
2015-05-11 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE,2900 Block of 26TH AV,-122.48201248613701,37.7334039656796
2015-05-11 12:00:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Monday,PARK,"ARREST, BOOKED",200 Block of CLAYTON ST,-122.44930116871599,37.77303448618329
2015-05-11 12:00:00,PROSTITUTION,HUMAN TRAFFICKING,Monday,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2015-05-11 12:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076
2015-05-11 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,NORTHERN,NONE,FULTON ST / FILLMORE ST,-122.431578618623,37.77770022168311
2015-05-11 12:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,NORTHERN,NONE,GREENWICH ST / PIERCE ST,-122.439158371549,37.7985320495005
2015-05-11 12:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,NORTHERN,NONE,GREENWICH ST / PIERCE ST,-122.439158371549,37.7985320495005
2015-05-11 12:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,NORTHERN,NONE,HERMANN ST / STEINER ST,-122.431718384836,37.770034014141004
2015-05-11 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,GROVE ST / ASHBURY ST,-122.44787909877,37.7746658561922
2015-05-11 11:59:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,1400 Block of RHODEISLAND ST,-122.40136587194799,37.751307441333296
2015-05-11 11:57:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411778295992,37.7839805592634
2015-05-11 11:52:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,RICHMOND,NONE,300 Block of 6TH AV,-122.464419776602,37.7819576968518
2015-05-11 11:45:00,RUNAWAY,RUNAWAY,Monday,RICHMOND,NONE,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
2015-05-11 11:45:00,MISSING PERSON,FOUND PERSON,Monday,RICHMOND,NONE,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
2015-05-11 11:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,BAYVIEW,NONE,700 Block of INNES AV,-122.372926079722,37.730459961039706
2015-05-11 11:40:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,NORTHERN,NONE,1500 Block of BEACH ST,-122.434561534952,37.8048011616864
2015-05-11 11:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,MISSION,"ARREST, BOOKED",26TH ST / TREAT AV,-122.41269014230801,37.7493688284532
2015-05-11 11:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2015-05-11 11:20:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.40984578319599,37.7752407085662
2015-05-11 11:20:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.40984578319599,37.7752407085662
2015-05-11 11:20:00,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of FOLSOM ST,-122.40984578319599,37.7752407085662
2015-05-11 11:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2015-05-11 11:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE,400 Block of ROOSEVELT WY,-122.443031433556,37.7641128935278
2015-05-11 11:00:00,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,UNFOUNDED,0 Block of DORE ST,-122.413045971966,37.7738617771611
2015-05-11 11:00:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,UNFOUNDED,0 Block of DORE ST,-122.413045971966,37.7738617771611
2015-05-11 11:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Monday,MISSION,NONE,400 Block of DOLORES ST,-122.426341418233,37.762579310920295
2015-05-11 11:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,MISSION,NONE,400 Block of DOLORES ST,-122.426341418233,37.762579310920295
2015-05-11 11:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,RICHMOND,NONE,3200 Block of BALBOA ST,-122.493588244515,37.7759407137274
2015-05-11 11:00:00,MISSING PERSON,MISSING JUVENILE,Monday,INGLESIDE,NONE,200 Block of CAYUGA AV,-122.433421886296,37.730389712345904
2015-05-11 11:00:00,MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,NONE,200 Block of CAYUGA AV,-122.433421886296,37.730389712345904
